138.156512, 531.654813,;137.62546, 529.662875,;130.468942, 527.943787,;130.055591, 530.097107,;141.767458, 521.704384,;135.997215, 511.55957,;138.443812, 511.671646,;135.869158, 515.785251,;131.468828, 525.113557,;131.373437, 516.708923,;138.443812, 522.344457,;133.013628, 521.72594,;144.529368, 511.346342,;145.167836, 514.976868,;142.00152, 511.309579,;148.367945, 522.414395,;148.555193, 515.445788,;131.430054, 531.829163,;137.728727, 536.051345,;139.949143, 536.182678,;132.451884, 536.787294,;146.682719, 530.237324,;149.134375, 525.556335,;144.248492, 529.695788,;142.951714, 535.901794,;148.714537, 533.795288,;145.445631, 541.472412,;141.954706, 541.059221,;149.147237, 541.004272,;132.678424, 538.289185,;132.671291, 540.536194,
138.156485, 531.641907,;137.625487, 529.675781,;130.481381, 527.940427,;130.055715, 530.110013,;141.73355, 521.704074,;135.996309, 511.525662,;138.477719, 511.671889,;135.90306, 515.785163,;131.436706, 525.12903,;131.370464, 516.742831,;138.477719, 522.344059,;132.97972, 521.725895,;144.518863, 511.365219,;145.167942, 514.963962,;141.967613, 511.310043,;148.401853, 522.414616,;148.521285, 515.446937,;131.430651, 531.86307,;137.741633, 536.05052,;139.962927, 536.18859,;132.485786, 536.788134,;146.695011, 530.236779,;149.133646, 525.522428,;144.235587, 529.695889,;142.953394, 535.867887,;148.714128, 533.829152,;145.444764, 541.50632,;141.920804, 541.059133,;149.15935, 540.970409,;132.678573, 538.255277,;132.670783, 540.502286,
138.157726, 531.629001,;137.62547, 529.709689,;130.485781, 527.939198,;130.055765, 530.143921,;141.720644, 521.703973,;135.99596, 511.512756,;138.490626, 511.672049,;135.915964, 515.785129,;131.424371, 525.135071,;131.369343, 516.755737,;138.490626, 522.344211,;132.966814, 521.725862,;144.514904, 511.372345,;145.168334, 514.930054,;141.954706, 511.310228,;148.414759, 522.41465,;148.508379, 515.447392,;131.430895, 531.875977,;137.784168, 536.042989,;139.974995, 536.19493,;132.49869, 536.787915,;146.729525, 530.234884,;149.134441, 525.509521,;144.201685, 529.695844,;142.953939, 535.85498,;148.713959, 533.842041,;145.444383, 541.519226,;141.9079, 541.059099,;149.163048, 540.95752,;132.678676, 538.242371,;132.670602, 540.48938,
138.159085, 531.595093,;137.625468, 529.722595,;130.4972, 527.927521,;130.056384, 530.177829,;141.686742, 521.703708,;135.995374, 511.478871,;138.524528, 511.67154,;135.949872, 515.785173,;131.422592, 525.137414,;131.365132, 516.789601,;138.524528, 522.343857,;132.932906, 521.725685,;144.512521, 511.385251,;145.168804, 514.896146,;141.920804, 511.311024,;148.448661, 522.414915,;148.495144, 515.446435,;131.431187, 531.888883,;137.788365, 536.042236,;139.988604, 536.201303,;132.532598, 536.788844,;146.763433, 530.234398,;149.133945, 525.496615,;144.167777, 529.695491,;142.955083, 535.821073,;148.71313, 533.875993,;145.44493, 541.532132,;141.873992, 541.059187,;149.163744, 540.955751,;132.678811, 538.229464,;132.67001, 540.455472,
138.160097, 531.591812,;137.62533, 529.756503,;130.527748, 527.896973,;130.056712, 530.190735,;141.673838, 521.703624,;135.995151, 511.465973,;138.537432, 511.671389,;135.962778, 515.785173,;131.422022, 525.138154,;131.364339, 516.80249,;138.537432, 522.343992,;132.92, 521.725634,;144.506321, 511.419159,;145.168972, 514.88324,;141.9079, 511.31131,;148.461565, 522.414999,;148.461565, 515.446391,;131.43185, 531.922791,;137.788447, 536.042208,;140.00151, 536.206418,;132.545504, 536.788962,;146.776339, 530.23428,;149.132342, 525.462708,;144.154871, 529.69544,;142.955474, 535.808167,;148.712781, 533.888916,;145.446438, 541.56604,;141.861086, 541.059221,;149.167501, 540.942845,;132.679192, 538.195557,;132.6698, 540.442566,
138.162943, 531.579433,;137.625269, 529.769409,;130.531108, 527.885346,;130.057171, 530.224643,;141.63993, 521.703447,;135.995306, 511.432065,;138.57134, 511.671124,;135.996686, 515.785217,;131.418499, 525.15032,;131.363361, 516.836398,;138.57134, 522.344788,;132.886092, 521.725546,;144.506542, 511.453067,;145.169386, 514.849332,;141.873992, 511.311752,;148.495473, 522.41522,;148.445673, 515.444946,;131.432342, 531.956698,;137.822349, 536.020623,;140.035418, 536.217072,;132.579412, 536.789978,;146.810247, 530.234501,;149.13067, 525.449801,;144.120963, 529.695484,;142.956739, 535.774259,;148.710781, 533.92278,;145.451766, 541.576927,;141.827178, 541.059354,;149.176442, 540.910706,;132.678628, 538.161693,;132.669911, 540.408658,
138.18471, 531.557904,;137.62491, 529.803317,;130.532595, 527.879389,;130.057051, 530.237549,;141.627024, 521.70338,;135.995398, 511.419159,;138.584246, 511.671048,;136.009592, 515.785217,;131.409663, 525.181885,;131.363163, 516.849304,;138.584246, 522.345191,;132.873186, 521.725529,;144.506624, 511.465973,;145.169527, 514.836426,;141.861086, 511.311912,;148.508379, 522.415355,;148.432614, 515.435742,;131.432525, 531.969604,;137.835253, 536.007673,;140.069326, 536.223659,;132.592318, 536.790298,;146.823153, 530.234585,;149.129554, 525.415894,;144.108057, 529.695518,;142.957242, 535.761353,;148.709908, 533.935669,;145.465609, 541.605972,;141.814272, 541.059404,;149.179614, 540.876798,;132.678437, 538.148804,;132.66993, 540.395752,
138.197614, 531.548632,;137.62478, 529.816223,;130.53443, 527.857108,;130.058068, 530.271457,;141.593122, 521.703291,;135.99185, 511.385251,;138.618154, 511.670827,;136.043495, 515.785129,;131.40993, 525.194791,;131.363258, 516.86221,;138.618154, 522.345589,;132.839284, 521.725264,;144.505939, 511.499859,;145.169804, 514.802518,;141.827178, 511.312111,;148.542287, 522.415664,;148.414759, 515.431763,;131.433199, 532.003512,;137.848127, 535.995422,;140.082232, 536.22685,;132.605224, 536.787118,;146.857061, 530.234807,;149.129476, 525.381986,;144.074155, 529.696049,;142.958889, 535.727445,;148.713854, 533.969577,;145.472815, 541.610835,;141.780364, 541.059625,;149.180863, 540.863892,;132.662572, 538.114852,;132.665735, 540.361844,
138.209302, 531.548279,;137.624481, 529.850131,;130.534827, 527.850159,;130.058377, 530.284363,;141.580218, 521.703258,;135.990567, 511.372345,;138.63106, 511.670717,;136.056399, 515.785129,;131.411682, 525.228699,;131.364535, 516.896118,;138.63106, 522.345185,;132.82638, 521.725197,;144.505705, 511.512756,;145.169921, 514.789612,;141.814272, 511.312195,;148.555193, 522.415833,;148.388328, 515.401878,;131.433374, 532.016418,;137.861167, 535.988221,;140.10576, 536.229492,;132.639132, 536.777701,;146.869967, 530.23484,;149.128362, 525.36908,;144.061251, 529.696251,;142.959564, 535.714539,;148.715458, 533.982483,;145.476029, 541.612854,;141.767458, 541.059676,;149.180979, 540.829984,;132.655961, 538.101929,;132.664162, 540.348938,
138.209749, 531.548191,;137.62437, 529.863037,;130.534543, 527.837253,;130.062378, 530.311109,;141.54631, 521.703213,;135.970491, 511.340692,;138.664968, 511.670784,;136.090306, 515.784996,;131.411932, 525.241605,;131.365102, 516.909024,;138.664968, 522.344964,;132.792472, 521.725152,;144.504279, 511.546664,;145.170104, 514.755704,;141.780364, 511.312526,;148.589101, 522.416098,;148.387255, 515.398193,;131.434335, 532.050326,;137.882067, 535.980307,;140.118756, 536.231108,;132.656274, 536.75374,;146.903869, 530.234442,;149.129157, 525.335172,;144.027343, 529.697002,;142.960334, 535.701632,;148.72294, 533.991199,;145.502725, 541.618424,;141.73355, 541.059808,;149.180994, 540.817078,;132.643389, 538.095916,;132.646048, 540.322457,
138.211, 531.548176,;137.623922, 529.896945,;130.53372, 527.803345,;130.064471, 530.324233,;141.533404, 521.703197,;135.962778, 511.328551,;138.677874, 511.670809,;136.103213, 515.784963,;131.413501, 525.275513,;131.36592, 516.942932,;138.677874, 522.343988,;132.779566, 521.725152,;144.503768, 511.55957,;145.170217, 514.742798,;141.767458, 511.312695,;148.602007, 522.416232,;148.384544, 515.385287,;131.434598, 532.063232,;137.894973, 535.983858,;140.129046, 536.231815,;132.663147, 536.744385,;146.916773, 530.234224,;149.128726, 525.322266,;144.014437, 529.697153,;142.961312, 535.667725,;148.742441, 534.014409,;145.512415, 541.620191,;141.720644, 541.059859,;149.181, 540.78317,;132.639132, 538.094099,;132.639132, 540.312344,
