139.552906, 531.595093,;137.675738, 531.254489,;;130.520404, 529.688687,;141.112093, 522.360814,;135.323665, 512.02771,;;137.50757, 515.779413,;130.766649, 525.943315,;131.28158, 518.159252,;139.192805, 521.683223,;131.706799, 521.390076,;145.177217, 511.980896,;144.716616, 515.266924,;;149.131069, 522.479686,;148.401853, 515.787436,;130.501686, 531.829163,;138.801237, 535.727445,;140.697806, 535.438114,;132.311449, 535.710195,;148.274325, 530.234895,;148.92969, 524.178886,;143.004473, 529.288424,;141.872413, 535.527283,;149.13934, 533.1738,;145.652849, 541.055938,;140.878031, 541.580264,;149.195884, 539.378812,;132.21718, 538.991932,;132.185024, 541.191528,
139.567301, 531.633696,;137.675711, 531.267395,;;130.520423, 529.675781,;141.146001, 522.364572,;135.339657, 512.061618,;;137.541478, 515.779324,;130.732747, 525.942873,;131.305442, 518.159473,;139.158897, 521.688794,;131.707004, 521.356168,;145.177497, 511.96799,;144.682708, 515.275588,;;149.131426, 522.466797,;148.414759, 515.787503,;130.497673, 531.824401,;138.801303, 535.714539,;140.698484, 535.433655,;132.277541, 535.709664,;148.308232, 530.234984,;148.895782, 524.177692,;143.00612, 529.254517,;141.865535, 535.527922,;149.134333, 533.139893,;;140.887803, 541.589468,;149.196431, 539.365906,;132.217821, 538.992154,;132.18446, 541.204434,
139.568559, 531.636793,;137.675572, 531.301303,;;130.520434, 529.641873,;141.158907, 522.365969,;135.345744, 512.074524,;;137.554384, 515.779291,;130.719843, 525.942739,;131.317389, 518.160095,;139.145991, 521.691015,;131.70705, 521.343262,;145.179691, 511.934082,;144.669802, 515.279206,;;149.130808, 522.453891,;148.448661, 515.787636,;130.485781, 531.810696,;138.801446, 535.680631,;140.700431, 535.420749,;132.264635, 535.709513,;148.321139, 530.235034,;148.882876, 524.17744,;143.00605, 529.24161,;141.861086, 535.528453,;149.134558, 533.126986,;;140.913013, 541.612854,;149.196806, 539.331998,;132.251729, 538.996353,;132.182194, 541.238342,
139.570655, 531.641907,;137.675587, 531.314209,;;130.520554, 529.628967,;141.171813, 522.362334,;135.351977, 512.078989,;;137.588292, 515.779246,;130.706937, 525.942974,;131.327435, 518.161333,;139.112083, 521.702465,;131.707172, 521.309354,;145.182625, 511.913614,;144.635894, 515.287871,;;149.132709, 522.419983,;148.461565, 515.787703,;130.472875, 531.806523,;138.801495, 535.667725,;140.705278, 535.386841,;132.230727, 535.712917,;148.355041, 530.234813,;148.86997, 524.179442,;143.008764, 529.207703,;141.827178, 535.550689,;149.132646, 533.093079,;;140.921711, 541.614843,;149.196756, 539.319092,;132.264635, 538.998036,;132.181128, 541.27225,
139.570575, 531.64702,;137.675327, 531.348117,;;130.520449, 529.595104,;141.205721, 522.353183,;135.35422, 512.080588,;;137.601198, 515.779213,;130.673029, 525.94324,;131.328394, 518.161484,;139.099177, 521.706688,;131.707182, 521.296448,;145.184564, 511.888304,;144.622988, 515.291085,;;149.132864, 522.407077,;148.495473, 515.787747,;130.438967, 531.796576,;138.802092, 535.633817,;140.707379, 535.373935,;132.217821, 535.714162,;148.367945, 530.234813,;148.836062, 524.185454,;143.008867, 529.194797,;141.814272, 535.559036,;149.13289, 533.080172,;;140.924845, 541.615567,;149.1978, 539.285184,;132.277541, 538.997413,;132.180678, 541.285156,
139.569633, 531.688721,;137.675241, 531.361023,;;130.520554, 529.582214,;141.239623, 522.342883,;135.388127, 512.089208,;;137.635106, 515.77992,;130.639121, 525.943593,;131.340387, 518.174239,;139.065274, 521.712126,;131.707127, 521.26254,;145.184606, 511.887268,;144.58908, 515.292146,;;149.136114, 522.373169,;148.508379, 515.787798,;130.405059, 531.79662,;138.802348, 535.620911,;140.712535, 535.340027,;132.216501, 535.714471,;148.380851, 530.234965,;148.822191, 524.194871,;143.010198, 529.160889,;141.810211, 535.570176,;149.131769, 533.046265,;;140.958753, 541.617424,;149.197548, 539.272278,;132.311449, 538.996441,;132.180333, 541.298062,
139.569678, 531.692362,;137.674865, 531.394931,;;130.520306, 529.548307,;141.252527, 522.338911,;135.401034, 512.09254,;;137.648012, 515.780038,;130.626215, 525.943829,;131.372201, 518.206909,;139.05237, 521.714044,;131.707089, 521.249634,;145.184733, 511.863032,;144.576174, 515.2926,;;149.138377, 522.360263,;148.542287, 515.787974,;130.392153, 531.796671,;138.801602, 535.587003,;140.714844, 535.327121,;132.216179, 535.714539,;148.414759, 530.234611,;148.816329, 524.198792,;143.009187, 529.126981,;141.808692, 535.574097,;149.13184, 533.012357,;;140.971659, 541.618147,;149.197885, 539.259372,;132.345352, 538.996529,;132.178968, 541.33197,
139.570209, 531.735535,;137.674725, 531.407837,;;130.520121, 529.5354,;141.286435, 522.33564,;135.434941, 512.092982,;;137.681915, 515.778093,;130.592307, 525.94237,;131.374295, 518.232594,;139.018462, 521.714575,;131.706951, 521.215726,;145.184871, 511.840454,;144.542272, 515.291849,;;149.142267, 522.326355,;148.555193, 515.788025,;130.358251, 531.797245,;138.801289, 535.574097,;140.720663, 535.293213,;132.205004, 535.727445,;148.448661, 530.234301,;148.80384, 524.232699,;143.00917, 529.114075,;141.805503, 535.608005,;149.132642, 532.999451,;;141.005561, 541.616821,;149.200841, 539.225464,;132.358256, 538.996327,;132.178194, 541.344876,
139.570194, 531.73999,;137.674487, 531.441745,;;130.509604, 529.501493,;141.299341, 522.334428,;135.447848, 512.093201,;;137.694819, 515.777083,;130.579401, 525.941832,;131.375208, 518.243464,;139.005556, 521.71481,;131.706886, 521.20282,;145.184733, 511.839191,;144.529368, 515.291647,;;149.143862, 522.313449,;148.589101, 515.788334,;130.345347, 531.797548,;138.79529, 535.561191,;140.726753, 535.259349,;132.175981, 535.761353,;148.461565, 530.234487,;148.79959, 524.245605,;143.009607, 529.080167,;141.80421, 535.620911,;149.135852, 532.965543,;;141.018465, 541.616333,;149.200599, 539.212558,;132.392163, 538.996151,;132.175094, 541.378784,
139.570016, 531.782349,;137.674365, 531.454651,;;130.505564, 529.488586,;141.333249, 522.333412,;135.481755, 512.093378,;;137.698232, 515.776225,;130.545499, 525.940638,;131.376247, 518.251643,;138.992651, 521.714844,;131.706576, 521.168912,;145.182671, 511.810108,;144.49546, 515.291293,;;149.145752, 522.279541,;148.602007, 515.788385,;130.311439, 531.798167,;138.779657, 535.527283,;140.729094, 535.24646,;132.181435, 535.79526,;148.474471, 530.234554,;148.799866, 524.279513,;143.009798, 529.067261,;141.805061, 535.654818,;149.138238, 532.952637,;;141.052373, 541.615581,;149.20192, 539.17865,;132.40507, 538.995898,;132.172778, 541.395937,
139.569992, 531.786531,;137.674177, 531.488559,;;130.491235, 529.476473,;141.346155, 522.332991,;135.494662, 512.093428,;;137.711594, 515.772644,;130.532595, 525.940251,;131.376512, 518.253662,;138.971648, 521.714926,;131.706467, 521.156006,;145.180301, 511.79364,;144.482554, 515.291159,;;149.146319, 522.266635,;148.635915, 515.788517,;130.298533, 531.798437,;138.773738, 535.523039,;140.735586, 535.207001,;132.183547, 535.808167,;148.508379, 530.234112,;148.800125, 524.292419,;143.009036, 529.033353,;141.805427, 535.667725,;149.139811, 532.942574,;;141.065279, 541.615312,;149.198383, 539.144742,;132.438977, 538.995279,;132.171007, 541.409444,
139.569889, 531.829163,;137.674095, 531.501465,;;130.485781, 529.471863,;141.380058, 522.332858,;135.528569, 512.093605,;;137.721087, 515.764348,;130.498687, 525.940781,;131.385591, 518.28757,;138.958742, 521.714976,;131.706036, 521.122098,;145.177947, 511.759732,;144.469648, 515.291074,;;149.146894, 522.232727,;148.648821, 515.788568,;130.264625, 531.798834,;138.771494, 535.52144,;140.73683, 535.199646,;132.189183, 535.842074,;148.542287, 530.23367,;148.801202, 524.326327,;143.009038, 529.020447,;141.805471, 535.701632,;149.142911, 532.908666,;;141.099187, 541.614826,;149.197109, 539.131836,;132.451884, 538.995094,;132.168908, 541.425598,
139.569838, 531.833183,;137.673808, 531.535373,;;130.472875, 529.469171,;141.392962, 522.332774,;135.541476, 512.093723,;;137.741633, 515.745383,;130.485781, 525.941,;131.389224, 518.300476,;138.924835, 521.715153,;131.705887, 521.109192,;145.177711, 511.746826,;144.43574, 515.290853,;;149.145513, 522.198819,;148.682729, 515.788347,;130.251719, 531.798952,;138.737592, 535.513438,;140.737597, 535.194583,;132.191243, 535.85498,;148.555193, 530.233737,;148.801568, 524.339233,;143.008165, 528.986539,;141.805479, 535.714539,;149.143117, 532.905823,;;141.112093, 541.614658,;149.194705, 539.097928,;132.485786, 538.994166,;132.171007, 541.444863,
139.569408, 531.875977,;137.673734, 531.548279,;;130.438967, 529.461611,;141.42687, 522.332907,;135.575378, 512.095049,;;137.746916, 515.730441,;130.451873, 525.940912,;131.405111, 518.334384,;138.911928, 521.715204,;131.705756, 521.096286,;145.17796, 511.712918,;144.401837, 515.289969,;;149.145668, 522.185913,;148.695635, 515.78828,;130.217816, 531.799483,;138.724688, 535.510359,;140.742697, 535.156854,;132.190745, 535.888888,;148.589101, 530.234489,;148.802137, 524.373141,;143.007975, 528.973633,;141.804965, 535.748446,;149.144008, 532.891132,;;141.146001, 541.614348,;149.1942, 539.085022,;132.49869, 538.994031,;132.173012, 541.458486,
139.569375, 531.879316,;137.673408, 531.582187,;;130.405059, 529.462407,;141.439776, 522.333025,;135.588282, 512.09557,;;137.748569, 515.72583,;130.438967, 525.940912,;131.412343, 518.34729,;138.878026, 521.715425,;131.705403, 521.062378,;145.178038, 511.700012,;144.388933, 515.289599,;;149.142949, 522.152005,;148.729537, 515.78797,;130.204912, 531.799685,;138.69078, 535.511641,;140.743265, 535.152832,;132.190743, 535.901794,;148.602007, 530.23501,;148.802308, 524.386047,;143.00787, 528.939725,;141.804865, 535.761353,;149.146678, 532.859009,;;141.158907, 541.61423,;149.19456, 539.072116,;132.532598, 538.993766,;132.180721, 541.472412,
139.568842, 531.922791,;137.673269, 531.595093,;;130.392153, 529.46271,;141.473684, 522.332317,;135.62219, 512.092653,;;137.750502, 515.712924,;130.405059, 525.940779,;131.41412, 518.349242,;138.865122, 521.715526,;131.705298, 521.028514,;145.178148, 511.666104,;144.355026, 515.288273,;;149.141673, 522.139099,;148.742441, 515.787852,;130.171005, 531.799773,;138.677874, 535.512163,;140.744986, 535.139926,;132.190823, 535.914701,;148.603871, 530.235162,;148.802728, 524.419955,;143.007805, 528.926819,;141.804373, 535.79526,;149.148797, 532.840328,;;141.192815, 541.613833,;149.195151, 539.038208,;132.545504, 538.99353,;132.20692, 541.497125,
139.568839, 531.925272,;137.673015, 531.629001,;;130.358251, 529.464036,;141.48659, 522.332183,;135.635096, 512.091525,;;137.754912, 515.679016,;130.392153, 525.940729,;131.422022, 518.357686,;138.831214, 521.715658,;131.705247, 521.015625,;145.178119, 511.653198,;144.342119, 515.287701,;;149.1386, 522.105191,;148.776349, 515.797711,;130.158098, 531.799891,;138.643966, 535.512914,;140.749418, 535.106018,;132.189972, 535.948608,;148.633711, 530.237549,;148.802866, 524.432861,;143.007839, 528.913913,;141.804282, 535.808167,;149.154043, 532.812195,;;141.205721, 541.613698,;149.19462, 539.0043,;132.579412, 538.99468,;132.217821, 541.507439,
139.568649, 531.969604,;137.67288, 531.641907,;;130.345347, 529.464221,;141.520497, 522.331917,;135.658957, 512.079235,;;137.75453, 515.645108,;130.358251, 525.941082,;131.434926, 518.358392,;138.818308, 521.715726,;131.705291, 520.981717,;145.177533, 511.61929,;144.308212, 515.286374,;;149.136634, 522.092285,;148.789255, 515.801547,;130.124191, 531.800775,;138.63106, 535.513234,;140.750991, 535.093112,;132.190276, 535.982516,;148.644754, 530.239282,;148.803248, 524.466769,;143.008414, 528.880005,;141.803697, 535.842074,;149.159278, 532.778332,;;141.239623, 541.613344,;149.194662, 538.991394,;132.592318, 538.994865,;132.227213, 541.510031,
139.568651, 531.97178,;137.672565, 531.675815,;;130.311439, 529.464619,;141.533404, 522.33185,;135.668124, 512.074524,;;137.754589, 515.632202,;130.345347, 525.941099,;131.468828, 518.364847,;138.7844, 521.715726,;131.705277, 520.968811,;145.177442, 511.606384,;144.295305, 515.285836,;;149.1325, 522.058377,;148.800788, 515.814545,;130.111284, 531.800926,;138.597152, 535.513809,;140.755832, 535.059204,;132.190415, 535.995422,;148.648821, 530.239724,;148.803416, 524.479675,;143.008523, 528.867099,;141.803556, 535.85498,;149.161908, 532.765381,;;141.252527, 541.61321,;149.194452, 538.957486,;132.602544, 538.994091,;132.252462, 541.515925,
139.568458, 532.016418,;137.672454, 531.688721,;;130.298533, 529.464905,;141.567311, 522.333353,;135.678165, 512.056752,;;137.753639, 515.598294,;130.311439, 525.940613,;131.471906, 518.362188,;138.771494, 521.715742,;131.705315, 520.934903,;145.177111, 511.572476,;144.282399, 515.285836,;;149.130649, 522.045471,;148.805106, 515.819458,;130.077377, 531.808972,;138.584246, 535.514044,;140.757331, 535.046298,;132.192294, 536.02933,;148.682729, 530.255772,;148.803598, 524.513583,;143.009899, 528.833191,;141.802837, 535.888888,;149.163744, 532.747006,;;141.286435, 541.613077,;149.194347, 538.94458,;132.63412, 538.991394,;132.264635, 541.518798,
139.568448, 532.018283,;137.672012, 531.722629,;;130.264625, 529.465037,;141.580218, 522.333639,;135.681902, 512.050207,;;137.753264, 515.585388,;130.298533, 525.940344,;131.515104, 518.347527,;138.75859, 521.715742,;131.705286, 520.921997,;145.177094, 511.55957,;144.248492, 515.285261,;;149.130704, 522.011563,;148.813274, 515.853366,;130.064471, 531.811917,;138.550338, 535.514752,;140.762874, 535.01239,;132.192685, 536.042236,;148.695635, 530.263226,;148.803678, 524.526489,;143.010017, 528.820285,;141.802566, 535.901794,;149.167235, 532.718567,;;141.299341, 541.613043,;149.19522, 538.910672,;132.6368, 538.99067,;132.287287, 541.519226,
139.56801, 532.063232,;137.671854, 531.735535,;;130.251719, 529.465542,;141.61412, 522.334479,;135.684356, 512.03407,;;137.75317, 515.55148,;130.264625, 525.938443,;131.515597, 518.347829,;138.724688, 521.715742,;131.705418, 520.888089,;145.177232, 511.525662,;144.214589, 515.28756,;;149.130187, 521.998657,;148.816427, 515.866272,;130.057788, 531.816696,;138.537432, 535.515004,;140.764449, 534.999484,;132.193917, 536.076144,;148.704455, 530.280644,;148.803656, 524.560397,;143.010464, 528.786377,;141.801836, 535.935702,;149.168977, 532.692263,;;141.333249, 541.613043,;149.195553, 538.897766,;132.639132, 538.990007,;132.311449, 541.519424,
139.567989, 532.064385,;137.671522, 531.769442,;;130.217816, 529.467929,;141.627024, 522.334631,;135.68534, 512.02771,;;137.752905, 515.538574,;130.251719, 525.937955,;131.515642, 518.348365,;138.69078, 521.715742,;131.705467, 520.875183,;145.177323, 511.512756,;144.201685, 515.288519,;;149.131239, 521.985751,;148.816101, 515.90018,;130.039431, 531.829163,;138.50353, 535.51549,;140.769202, 534.965576,;132.194231, 536.08905,;148.706583, 530.284363,;148.803635, 524.573303,;143.009193, 528.752469,;141.801456, 535.948608,;149.171085, 532.679357,;;141.346155, 541.61301,;149.196172, 538.863858,;132.667204, 538.956763,;132.324741, 541.519226,
139.567501, 532.110046,;137.671403, 531.782349,;;130.204912, 529.468939,;141.660932, 522.333791,;135.686119, 511.993802,;;137.753049, 515.504666,;130.238815, 525.937315,;131.516053, 518.34729,;138.677874, 521.715759,;131.705572, 520.841275,;145.177544, 511.478871,;144.167777, 515.289669,;;149.132388, 521.951843,;148.815985, 515.913086,;130.034189, 531.842069,;138.490626, 535.515642,;140.770866, 534.95267,;132.194645, 536.122958,;148.70948, 530.297269,;148.803558, 524.607211,;143.009086, 528.739563,;141.799715, 535.982516,;149.171825, 532.671753,;;141.380058, 541.613054,;149.196428, 538.850952,;132.677725, 538.94458,;132.358256, 541.51893,
139.567498, 532.110381,;137.671346, 531.795255,;;130.171005, 529.470707,;141.673838, 522.33369,;135.686388, 511.980896,;;137.752963, 515.49176,;130.204912, 525.935149,;131.515642, 518.346853,;138.643966, 521.716025,;131.705622, 520.828369,;145.177685, 511.465973,;144.154871, 515.28977,;;149.127304, 521.917935,;148.816002, 515.925992,;130.020065, 531.875977,;138.456718, 535.516128,;140.774723, 534.918762,;132.194748, 536.135864,;148.713591, 530.331177,;148.803535, 524.620117,;143.006898, 528.705655,;141.79908, 535.995422,;149.183977, 532.637845,;;141.392962, 541.613054,;149.196399, 538.838046,;132.680173, 538.910672,;132.381002, 541.518396,
139.567301, 532.145702,;137.671219, 531.829163,;;130.158098, 529.47133,;141.70774, 522.333336,;135.686687, 511.946988,;;137.75267, 515.457852,;130.192006, 525.934375,;131.511303, 518.306886,;138.63106, 521.716125,;131.705622, 520.794461,;145.178536, 511.432065,;144.120963, 515.287294,;;149.127233, 521.905029,;148.816052, 515.9599,;130.018639, 531.90648,;138.443812, 535.516313,;140.776527, 534.905856,;132.195041, 536.169772,;148.713757, 530.365085,;148.803518, 524.654025,;143.006666, 528.692749,;141.794869, 536.02933,;149.185925, 532.624939,;;141.42687, 541.613187,;149.196332, 538.804138,;132.681246, 538.897766,;132.40507, 541.517736,
139.567242, 532.15686,;137.671152, 531.86307,;;130.124191, 529.473496,;141.720644, 522.333134,;135.686737, 511.934082,;;137.752449, 515.444946,;130.158098, 525.931678,;131.508054, 518.300476,;138.597152, 521.716347,;131.705639, 520.781555,;145.178811, 511.419159,;144.108057, 515.286368,;;149.126566, 521.892123,;148.816251, 515.993808,;130.017917, 531.919386,;138.409904, 535.5168,;140.780445, 534.871948,;132.194995, 536.182678,;148.714129, 530.377991,;148.803524, 524.666931,;143.004207, 528.658841,;141.793195, 536.042236,;149.201072, 532.591031,;;141.439776, 541.61322,;149.195393, 538.77023,;132.680456, 538.863858,;132.417976, 541.517282,
139.567243, 532.156918,;137.671123, 531.875977,;;130.111284, 529.474068,;141.754552, 522.333134,;135.68708, 511.900174,;;137.75209, 515.411083,;130.124191, 525.936188,;131.494416, 518.266568,;138.584246, 521.716447,;131.705628, 520.747647,;145.176264, 511.385251,;144.095153, 515.285645,;;149.122764, 521.858215,;148.816347, 516.006714,;130.01789, 531.922791,;138.396998, 535.517018,;140.78191, 534.859172,;132.194942, 536.195584,;148.714195, 530.411899,;148.803513, 524.700839,;143.004081, 528.645935,;141.781413, 536.076144,;149.203331, 532.578125,;;141.473684, 541.613353,;149.195174, 538.757324,;132.680085, 538.850952,;132.451884, 541.516221,
139.567301, 532.16215,;137.670918, 531.909884,;;130.082477, 529.484767,;141.767458, 522.333016,;135.687221, 511.887268,;;137.751959, 515.398193,;130.111284, 525.938745,;131.492197, 518.253662,;138.57134, 521.716447,;131.705641, 520.734741,;145.175166, 511.372345,;144.061251, 515.282948,;;149.125682, 521.824308,;148.816845, 516.040622,;130.017657, 531.949618,;138.363095, 535.517284,;140.784411, 534.84164,;132.196346, 536.229492,;148.71421, 530.424805,;148.803509, 524.713745,;143.003075, 528.612027,;141.776342, 536.08905,;149.205508, 532.544217,;;141.48659, 541.613437,;149.193815, 538.723416,;;132.485786, 541.515248,
139.567792, 532.203674,;137.670872, 531.922791,;;130.071271, 529.488586,;141.801366, 522.332884,;;;137.749948, 515.364286,;130.083433, 525.967834,;131.488549, 518.219798,;138.537432, 521.716536,;131.705436, 520.700833,;145.148751, 511.338437,;144.027343, 515.281533,;;149.126258, 521.811401,;148.817051, 516.053528,;130.017627, 531.969604,;138.350191, 535.517418,;140.786336, 534.825134,;132.196461, 536.242398,;148.71389, 530.458713,;148.803575, 524.747653,;143.003414, 528.599121,;141.769562, 536.094311,;149.205657, 532.531311,;;141.520497, 541.613525,;149.193516, 538.71051,;;132.49869, 541.514777,
139.567834, 532.204488,;137.67069, 531.956698,;;130.069571, 529.490118,;141.814272, 522.332934,;;;137.749031, 515.351379,;130.073606, 525.977661,;131.487268, 518.206909,;138.50353, 521.716713,;131.705358, 520.687927,;145.138771, 511.325531,;144.014437, 515.280978,;;149.13342, 521.777494,;148.81778, 516.087436,;130.01762, 531.987894,;138.316284, 535.517683,;140.790363, 534.79865,;132.197191, 536.276306,;148.713763, 530.471619,;148.803609, 524.760559,;143.004392, 528.565213,;141.767458, 536.095809,;149.181011, 532.497403,;;141.533404, 541.613559,;149.192356, 538.676602,;;132.511596, 541.514777,
139.570362, 532.250488,;137.67061, 531.969604,;;130.064471, 529.494981,;141.84818, 522.332978,;;;137.74738, 515.344935,;130.070527, 525.986764,;131.507803, 518.18171,;138.490626, 521.71673,;131.705255, 520.675021,;145.137919, 511.325164,;143.980529, 515.281951,;;149.135113, 521.764587,;148.818058, 516.100342,;130.017647, 531.99851,;138.303377, 535.517801,;140.792031, 534.787306,;132.195776, 536.310214,;148.713493, 530.505526,;148.803659, 524.794467,;143.005572, 528.552307,;141.754552, 536.104323,;149.171142, 532.484497,;;141.567311, 541.613647,;149.192143, 538.663696,;;132.545504, 541.514777,
139.568676, 532.255164,;137.670505, 532.003512,;;;141.861086, 522.333063,;;;137.741633, 515.321504,;130.064471, 526.012759,;131.515642, 518.171311,;138.456718, 521.716951,;131.70494, 520.641113,;145.104812, 511.320221,;143.967623, 515.281934,;;149.139246, 521.73068,;148.818478, 516.13425,;130.017648, 532.005908,;138.26947, 535.518022,;140.793438, 534.77832,;132.195846, 536.32312,;148.713343, 530.518433,;148.803682, 524.807373,;143.005567, 528.518399,;141.720644, 536.126471,;149.165572, 532.482463,;;141.580218, 541.613698,;149.191127, 538.629788,;;132.579412, 541.515175,
139.567301, 532.259002,;137.670469, 532.016418,;;;141.894994, 522.333195,;;;137.736896, 515.315043,;130.06401, 526.016562,;131.54955, 518.167421,;138.443812, 521.717001,;131.704719, 520.607205,;145.103993, 511.320093,;143.954717, 515.282203,;;149.140715, 521.717773,;148.81864, 516.147156,;130.017649, 532.016418,;138.256563, 535.518106,;140.79559, 534.765414,;132.194928, 536.357028,;148.713316, 530.55234,;148.803605, 524.841281,;143.005886, 528.505493,;141.716317, 536.13297,;149.163744, 532.481858,;;141.61412, 541.613963,;149.190885, 538.616882,;;132.592318, 541.515578,
139.554799, 532.297302,;137.670325, 532.050326,;;;141.9079, 522.333246,;;;137.729906, 515.304565,;130.063557, 526.024475,;131.562456, 518.165688,;138.409904, 521.717001,;131.704635, 520.594299,;145.091112, 511.318057,;143.920809, 515.284193,;;149.141211, 521.704867,;148.818747, 516.160062,;130.017657, 532.046475,;138.222656, 535.51899,;140.802105, 534.731506,;132.194747, 536.369934,;148.713076, 530.565247,;148.803586, 524.854187,;143.004776, 528.492587,;141.714431, 536.135864,;149.129842, 532.477791,;;141.627024, 541.614098,;149.190238, 538.582974,;;132.626226, 541.516374,
139.547547, 532.304182,;137.670294, 532.063232,;;;141.920804, 522.333162,;;;137.702988, 515.293292,;130.062164, 526.058383,;131.596364, 518.165202,;138.396998, 521.717052,;131.704502, 520.560391,;;143.886901, 515.284811,;;149.141172, 521.670959,;148.819062, 516.19397,;130.017762, 532.063232,;138.209749, 535.519209,;140.808267, 534.697599,;132.194432, 536.38284,;148.713269, 530.599154,;148.803608, 524.888095,;143.003416, 528.458679,;141.710402, 536.169772,;149.116938, 532.476226,;;141.660932, 541.614407,;149.189847, 538.570068,;;132.639132, 541.516694,
139.520487, 532.315295,;137.670139, 532.09714,;;;141.954706, 522.333073,;;;137.694819, 515.289809,;130.060993, 526.071289,;131.60927, 518.165269,;138.363095, 521.717184,;131.704444, 520.547485,;;143.873995, 515.284744,;;149.141487, 521.637052,;148.819349, 516.227878,;130.017899, 532.076151,;138.175847, 535.511605,;140.810578, 534.684692,;132.193642, 536.416748,;148.713063, 530.612061,;148.80365, 524.901001,;143.002794, 528.445773,;141.708793, 536.182678,;149.08303, 532.476977,;;141.673838, 541.614559,;149.189753, 538.536161,;;132.67304, 541.517755,
139.493427, 532.318435,;137.670087, 532.110046,;;;141.988614, 522.332941,;;;137.681915, 515.288766,;130.059545, 526.105197,;131.615332, 518.164428,;138.350191, 521.717218,;131.704294, 520.513578,;;143.840093, 515.283285,;;149.142057, 521.624146,;148.819438, 516.240784,;130.018292, 532.107135,;138.162943, 535.508324,;140.812602, 534.671786,;132.193128, 536.450656,;148.712975, 530.624967,;148.803738, 524.934909,;143.001871, 528.411865,;141.717148, 536.198151,;149.070124, 532.477196,;;141.70774, 541.614912,;149.189435, 538.523254,;;132.685946, 541.517688,
139.476668, 532.323783,;137.669998, 532.143954,;;;142.00152, 522.33284,;;;137.648012, 515.288191,;130.058971, 526.118103,;131.636718, 518.160095,;138.316284, 521.717439,;131.704242, 520.500671,;;143.827189, 515.28268,;;149.141841, 521.611239,;148.819543, 516.274692,;130.01838, 532.110046,;138.157125, 535.500937,;140.81752, 534.637878,;132.192915, 536.463562,;148.713129, 530.658875,;148.803759, 524.947815,;143.001412, 528.377957,;141.720644, 536.205033,;149.036222, 532.477063,;;141.720644, 541.615081,;149.18943, 538.489347,;;132.69885, 541.517923,
139.473673, 532.326425,;137.669969, 532.15686,;;;142.014427, 522.33284,;;;137.614105, 515.289783,;130.059553, 526.131009,;131.64356, 518.157453,;138.303377, 521.717523,;131.704059, 520.466764,;;143.793281, 515.281884,;;149.140492, 521.577332,;148.819572, 516.287598,;130.018436, 532.143954,;138.140127, 535.480469,;140.818978, 534.624972,;132.192932, 536.49747,;148.712914, 530.692782,;148.803804, 524.981723,;143.001269, 528.365051,;141.754552, 536.207067,;149.023318, 532.477114,;;141.754552, 541.615655,;149.189545, 538.47644,;;132.732752, 541.518807,
139.460769, 532.331927,;137.669797, 532.190768,;;;142.048334, 522.332751,;;;137.601198, 515.290254,;130.060316, 526.164917,;131.656077, 518.151927,;138.284683, 521.717656,;131.703998, 520.453857,;;143.780375, 515.281631,;;149.138111, 521.564425,;148.819716, 516.321505,;130.018717, 532.15686,;138.138853, 535.467563,;140.823349, 534.591064,;132.192852, 536.510376,;148.712359, 530.705688,;148.803795, 524.994629,;143.000904, 528.331143,;141.767458, 536.20848,;148.98941, 532.477202,;;141.767458, 541.615958,;149.189584, 538.442533,;;132.741273, 541.51894,
139.426867, 532.33259,;137.669736, 532.203674,;;;142.082237, 522.332751,;;;137.567291, 515.291094,;130.061156, 526.198825,;131.678634, 518.123546,;138.26664, 521.717773,;131.703833, 520.41995,;;143.746467, 515.280394,;;149.134486, 521.530518,;148.819775, 516.334412,;130.018386, 532.190768,;138.135907, 535.433655,;140.824211, 534.578158,;;148.711651, 530.739596,;148.803861, 525.028537,;143.00077, 528.318237,;141.772866, 536.200185,;148.976504, 532.477337,;;141.780364, 541.615588,;149.189557, 538.429626,;;132.746795, 541.519226,
139.413961, 532.334424,;137.669488, 532.237582,;;;142.095141, 522.332802,;;;137.554384, 515.291464,;130.061461, 526.211731,;131.687028, 518.113281,;138.256563, 521.717832,;131.703776, 520.407043,;;143.733561, 515.280326,;;149.134083, 521.49661,;148.819885, 516.368319,;130.018413, 532.203674,;138.138234, 535.399747,;140.827184, 534.54425,;;148.707604, 530.751779,;148.803861, 525.041443,;143.000063, 528.284329,;141.785305, 536.182678,;148.942596, 532.477381,;;141.814272, 541.6155,;149.189115, 538.395719,;;132.772181, 541.519447,
139.380053, 532.334867,;137.669383, 532.250488,;;;142.129049, 522.332802,;;;137.520477, 515.290536,;130.060223, 526.245639,;131.690698, 518.079373,;138.234104, 521.718008,;131.703588, 520.373136,;;143.720657, 515.279922,;;149.132688, 521.483704,;148.819917, 516.381226,;130.018198, 532.237582,;138.138509, 535.386841,;140.827765, 534.531344,;;148.707563, 530.752502,;148.8039, 525.075351,;142.999814, 528.271423,;141.806774, 536.166188,;148.92969, 532.477381,;;141.818885, 541.614843,;149.188745, 538.382813,;;132.779566, 541.5197,
