-1.260864, 3.964289, -1.260468, 4.015544, 
-1.259795, 4.089701, -1.259623, 4.112604, 
-1.258685, 4.534709, -1.258579, 4.557611, 
-1.261288, 4.928461, -1.261483, 4.979758, 
-1.262471, 5.150995, -1.245997, 5.20225, 
-1.221902, 5.242003, -1.170636, 5.258919, 
-0.618419, 5.294829, -0.614027, 5.299372, 
-0.58925, 5.373529, -0.589872, 5.424784, 
-0.596068, 5.596002, -0.59783, 5.6473, 
-0.59979, 5.721476, -0.600244, 5.744379, 
-0.702698, 5.883417, -0.753964, 5.885653, 
-0.828137, 5.885864, -0.851044, 5.885562, 
-0.925217, 5.885135, -0.976478, 5.884882, 
-1.444413, 5.831507, -1.495678, 5.831675, 
-1.666264, 5.816512, -1.666924, 5.816191, 
-1.732403, 5.544747, -1.732389, 5.521845, 
-1.731939, 5.447687, -1.732915, 5.396432, 
-1.734831, 5.248074, -1.734878, 5.225153, 
-1.734755, 5.09974, -1.734797, 5.076837, 
-1.734159, 5.053935, -1.731686, 5.00268, 
-1.731611, 4.409296, -1.732128, 4.358041, 
-1.735584, 3.964289, -1.736586, 3.912991, 
-1.739564, 3.741754, -1.740397, 3.715389, 
-1.744524, 3.542142, -1.744694, 3.51922, 
-1.744694, 3.51922, -1.743323, 3.467965, 
-1.740601, 2.795165, -1.740401, 2.777521, 
-1.735269, 2.355416, -1.735121, 2.332514, 
-1.734008, 2.207059, -1.733784, 2.184137, 
-1.732904, 2.132882, -1.73251, 2.109979, 
-1.732616, 2.058724, -1.732757, 2.035822, 
-1.732757, 2.035822, -1.732662, 1.984567, 
-1.726428, 1.36828, -1.725716, 1.317025, 
-1.724042, 1.071588, -1.723894, 1.020333, 
-1.725939, 0.700739, -1.727347, 0.649484, 
-1.727729, 0.575326, -1.727644, 0.552423, 
-1.725535, 0.42695, -1.725215, 0.404047, 
-1.723623, 0.255731, -1.722231, 0.204476, 
-1.714085, 0.033197, -1.713496, 0.010295, 
-1.713663, -0.286397, -1.718235, -0.337652, 
3.306027, 7.531134, 3.302528, 7.534132, 
-1.518586, -8.515841, -1.46732, -8.515925, 
-1.393147, -8.515818, -1.37024, -8.515761, 
-1.37024, -8.515761, -1.318974, -8.515803, 
-0.651438, -8.517773, -0.628533, -8.518452, 
-0.257676, -7.90333, -0.274391, -7.903715, 
-1.251693, -7.703469, -1.251509, -7.680548, 
-1.251481, -7.383856, -1.266758, -7.332601, 
-1.273357, -7.309698, -1.289114, -7.293541, 
-1.518586, -7.267552, -1.569846, -7.268649, 
-2.408631, -7.905927, -2.459897, -7.90559, 
-3.002, -7.904223, -3.053265, -7.903717, 
-3.224511, -7.906988, -3.242838, -7.91123, 
-3.494514, -8.422308, -3.474987, -8.431054, 
-3.173251, -8.513569, -3.150345, -8.513871, 
-3.150345, -8.513871, -3.09908, -8.514166, 
-3.076173, -8.514147, -3.053265, -8.513714, 
-2.060686, -8.51659, -2.037781, -8.516344, 
