
Exported from Grasshopper on 12/06/2022 11:15:48 with FabTools (by blickfeld7.com)


{0};{1};{2};{3};{4};{5};{6};{7};{8};{9};{10};{11};{12};{13};{14};{15};{16};{17};{18};{19};{20};{21};{22};{23};{24};{25};{26};{27};{28};{29};{30};{31};{32};{33};{34};{35};{36};{37};{38};{39};{40};{41};{42};{43};{44};{45};{46};{47};{48};{49};{50};{51};{52};{53};{54};{55};{56};{57};{58};{59};{60};{61};{62};{63};{64};{65};{66};{67};{68};{69};{70};{71};{72};{73};{74};{75};{76};{77};{78};{79};{80};{81};{82};{83};{84};{85};{86};{87};{88};{89};{90};{91};{92};{93};{94};{95};{96};{97};{98};{99};{100};{101};{102};{103};{104};{105};{106};{107};{108};{109};{110};{111};{112};{113};{114};{115};{116};{117};{118};
{166.829266, 521.951843, 8.189063};{166.101647, 515.39564, 8.189063};{164.093514, 544.024595, 8.189063};{166.81957, 527.677299, 8.189063};{146.072654, 526.941538, 8.189063};{146.072654, 528.801831, 8.189063};{146.062722, 530.664767, 8.189063};{164.607466, 535.340027, 8.189063};{164.556197, 531.125568, 8.189063};{166.039453, 530.956991, 8.189063};{164.984687, 532.756324, 8.189063};{158.123008, 531.361023, 8.189063};{150.472984, 534.914531, 8.189063};{149.55999, 534.895511, 8.189063};{150.727142, 534.871948, 8.189063};{149.0685, 536.463562, 8.189063};{148.834564, 536.867848, 8.189063};{148.085571, 536.510227, 8.189063};{144.177718, 533.139893, 8.189063};{144.827616, 531.914702, 8.189063};{146.024891, 533.095774, 8.189063};{145.651351, 534.02984, 8.189063};{147.081629, 533.059804, 8.189063};{145.276855, 525.365888, 8.189063};{145.281021, 530.009159, 8.189063};{148.460067, 537.247251, 8.189063};{148.038757, 537.135343, 8.189063};{147.991887, 537.0252, 8.189063};{164.657005, 533.689325, 8.189063};{166.056856, 534.497437, 8.189063};{165.00643, 534.497437, 8.189063};{164.664107, 533.998661, 8.189063};{165.966772, 531.501465, 8.189063};{165.7535, 531.407837, 8.189063};{166.154983, 532.712706, 8.189063};{164.564269, 532.066092, 8.189063};{166.061363, 531.147516, 8.189063};{164.986938, 530.84613, 8.189063};{166.033898, 538.616882, 8.189063};{164.792575, 538.055176, 8.189063};{165.876377, 538.242371, 8.189063};{164.88765, 540.02124, 8.189063};{164.80366, 539.437624, 8.189063};{166.026405, 537.07017, 8.189063};{165.957043, 536.471176, 8.189063};{148.413253, 522.335986, 8.189063};{145.161576, 518.868201, 8.189063};{144.991133, 517.035517, 8.189063};{145.079637, 520.641113, 8.189063};{165.967735, 518.411044, 8.189063};{164.657005, 522.692944, 8.189063};{166.041619, 521.951843, 8.189063};{165.967735, 521.15591, 8.189063};{166.061363, 520.094353, 8.189063};{164.469749, 525.106638, 8.189063};{166.061363, 525.545713, 8.189063};{165.026409, 527.419911, 8.189063};{166.142374, 527.382019, 8.189063};{166.143357, 527.007507, 8.189063};{158.274459, 528.037415, 8.189063};{156.604232, 512.635289, 8.189063};{156.605346, 514.118431, 8.189063};{154.431577, 514.134216, 8.189063};{154.405181, 512.697761, 8.189063};{152.762952, 510.857391, 8.189063};{146.148082, 513.456973, 8.189063};{144.949172, 513.542647, 8.189063};{150.098487, 513.609648, 8.189063};{149.115432, 513.609916, 8.189063};{158.29058, 509.90267, 8.189063};{149.127597, 510.016704, 8.189063};{149.582365, 509.967987, 8.189063};{151.268783, 510.030564, 8.189063};{150.051673, 509.90744, 8.189063};{150.192107, 510.033481, 8.189063};{150.132409, 512.26178, 8.189063};{161.003787, 514.781111, 8.189063};{161.473792, 513.823229, 8.189063};{159.648124, 511.676795, 8.189063};{162.283453, 513.950799, 8.189063};{162.859403, 514.708249, 8.189063};{162.971771, 513.780459, 8.189063};{144.855544, 535.100016, 8.189063};{145.979034, 536.638724, 8.189063};{144.947831, 536.931641, 8.189063};{144.926024, 535.597763, 8.189063};{145.997812, 536.838013, 8.189063};{146.440232, 537.540222, 8.189063};{147.196143, 537.932713, 8.189063};{147.383392, 538.589559, 8.189063};{157.728835, 539.676747, 8.189063};{155.563818, 538.242371, 8.189063};{155.528671, 539.623518, 8.189063};{155.561651, 538.570068, 8.189063};{149.583549, 533.880807, 8.189063};{149.299445, 533.885677, 8.189063};{148.179191, 533.544851, 8.189063};{148.506873, 533.557805, 8.189063};{153.43975, 534.403809, 8.189063};{148.074709, 534.731506, 8.189063};{147.091247, 534.825134, 8.189063};{148.226005, 535.760861, 8.189063};{144.841313, 538.663696, 8.189063};{144.949001, 539.242416, 8.189063};{145.838599, 540.396354, 8.189063};{144.571179, 540.761902, 8.189063};{145.939384, 541.76218, 8.189063};{146.50706, 538.897766, 8.189063};{144.81795, 540.348938, 8.189063};{146.915275, 541.603631, 8.189063};{148.974998, 542.869872, 8.189063};{148.834564, 542.948516, 8.189063};{147.010445, 541.846924, 8.189063};{146.962081, 542.86366, 8.189063};{159.367215, 540.817078, 8.189063};{158.618263, 541.104637, 8.189063};{159.714331, 542.923584, 8.189063};{155.658963, 540.676636, 8.189063};{155.903167, 541.131926, 8.189063};
{166.819032, 521.968104, 8.189063};{166.061363, 515.432617, 8.189063};{164.1176, 544.002247, 8.189063};{166.812968, 527.708339, 8.189063};{146.060461, 526.958065, 8.189063};{146.0582, 528.814943, 8.189063};{146.072654, 530.66728, 8.189063};{164.610191, 535.329311, 8.189063};{164.563377, 531.126186, 8.189063};{166.061363, 530.959077, 8.189063};{165.006596, 532.744584, 8.189063};{158.118369, 531.339114, 8.189063};{150.445726, 534.918762, 8.189063};{149.536742, 534.897523, 8.189063};{150.707038, 534.854136, 8.189063};{149.068626, 536.4649, 8.189063};{148.808054, 536.884827, 8.189063};{148.085366, 536.510376, 8.189063};{144.165578, 533.128667, 8.189063};{144.835269, 531.969604, 8.189063};{146.025848, 533.111684, 8.189063};{145.672043, 534.044798, 8.189063};{147.102515, 533.074384, 8.189063};{145.274045, 525.378799, 8.189063};{145.283571, 530.003479, 8.189063};{148.446853, 537.212524, 8.189063};{148.046883, 537.157584, 8.189063};{147.987499, 536.978455, 8.189063};{164.66494, 533.697843, 8.189063};{166.058809, 534.496123, 8.189063};{165.010782, 534.484554, 8.189063};{164.703258, 534.018476, 8.189063};{165.967735, 531.499962, 8.189063};{165.719765, 531.386068, 8.189063};{166.168112, 532.713077, 8.189063};{164.580844, 532.096563, 8.189063};{166.07296, 531.160741, 8.189063};{164.994215, 530.841221, 8.189063};{166.061363, 538.568025, 8.189063};{164.808596, 538.038265, 8.189063};{165.88046, 538.230746, 8.189063};{164.898787, 540.018184, 8.189063};{164.802199, 539.459534, 8.189063};{166.061363, 537.073846, 8.189063};{165.94914, 536.463562, 8.189063};{148.438158, 522.336538, 8.189063};{145.136421, 518.868367, 8.189063};{144.982172, 517.058599, 8.189063};{145.080456, 520.655857, 8.189063};{165.970893, 518.413642, 8.189063};{164.668434, 522.695607, 8.189063};{166.035792, 521.973752, 8.189063};{165.96781, 521.156006, 8.189063};{166.059451, 520.0926, 8.189063};{164.468791, 525.123588, 8.189063};{166.060384, 525.55114, 8.189063};{165.003626, 527.382019, 8.189063};{166.126214, 527.360424, 8.189063};{166.154983, 526.978698, 8.189063};{158.268396, 528.015505, 8.189063};{156.601492, 512.63623, 8.189063};{156.598044, 514.125287, 8.189063};{154.417136, 514.133275, 8.189063};{154.389843, 512.71549, 8.189063};{152.763341, 510.879301, 8.189063};{146.122366, 513.432068, 8.189063};{144.927072, 513.547796, 8.189063};{150.093135, 513.619324, 8.189063};{149.101624, 513.611897, 8.189063};{158.284339, 509.903829, 8.189063};{149.115432, 510.017315, 8.189063};{149.56893, 509.975097, 8.189063};{151.293688, 510.032399, 8.189063};{150.079851, 509.874359, 8.189063};{150.185808, 510.049489, 8.189063};{150.135694, 512.283689, 8.189063};{160.996621, 514.814205, 8.189063};{161.467679, 513.853394, 8.189063};{159.673029, 511.676812, 8.189063};{162.316406, 513.953587, 8.189063};{162.813295, 514.732045, 8.189063};{162.983357, 513.767319, 8.189063};{144.854334, 535.106018, 8.189063};{145.975921, 536.647362, 8.189063};{144.949172, 536.910958, 8.189063};{144.92079, 535.578879, 8.189063};{145.986407, 536.836422, 8.189063};{146.400337, 537.510617, 8.189063};{147.231144, 537.961548, 8.189063};{147.35775, 538.570068, 8.189063};{157.726548, 539.689822, 8.189063};{155.575485, 538.275459, 8.189063};{155.525272, 539.646729, 8.189063};{155.528671, 538.548606, 8.189063};{149.575765, 533.888916, 8.189063};{149.297809, 533.888916, 8.189063};{148.167926, 533.561218, 8.189063};{148.503409, 533.561218, 8.189063};{153.438922, 534.378904, 8.189063};{148.085571, 534.70105, 8.189063};{147.061611, 534.830762, 8.189063};{148.223921, 535.761353, 8.189063};{144.842437, 538.688601, 8.189063};{144.949172, 539.24261, 8.189063};{145.824702, 540.418728, 8.189063};{144.568411, 540.770264, 8.189063};{145.961293, 541.763037, 8.189063};{146.493964, 538.876013, 8.189063};{144.814593, 540.357608, 8.189063};{146.910574, 541.612854, 8.189063};{148.968285, 542.874028, 8.189063};{148.843822, 542.932806, 8.189063};{147.022859, 541.847015, 8.189063};{146.959682, 542.872744, 8.189063};{159.36654, 540.817793, 8.189063};{158.593358, 541.104994, 8.189063};{159.727794, 542.927773, 8.189063};{155.663617, 540.682124, 8.189063};{155.878262, 541.132056, 8.189063};
{166.818591, 521.969745, 8.189063};{165.94583, 515.536104, 8.189063};{164.18888, 544.012755, 8.189063};{166.812931, 527.735595, 8.189063};{146.059147, 526.960693, 8.189063};{146.034631, 528.833191, 8.189063};{146.075223, 530.658875, 8.189063};{164.621963, 535.340027, 8.189063};{164.565979, 531.126953, 8.189063};{166.074748, 530.973461, 8.189063};{165.031501, 532.730135, 8.189063};{158.117976, 531.314209, 8.189063};{150.472984, 534.931636, 8.189063};{149.509985, 534.898706, 8.189063};{150.673111, 534.825134, 8.189063};{149.080537, 536.498463, 8.189063};{148.825937, 536.893453, 8.189063};{148.085571, 536.510446, 8.189063};{144.153365, 533.116782, 8.189063};{144.836879, 532.024022, 8.189063};{146.050748, 533.121847, 8.189063};{145.720954, 534.096414, 8.189063};{147.112456, 533.060844, 8.189063};{145.267506, 525.404353, 8.189063};{145.302284, 529.968282, 8.189063};{148.439094, 537.191552, 8.189063};{148.050702, 537.16571, 8.189063};{147.99195, 536.95029, 8.189063};{164.704797, 533.733971, 8.189063};{166.059377, 534.495213, 8.189063};{165.024249, 534.4477, 8.189063};{164.716628, 534.029297, 8.189063};{165.972336, 531.49848, 8.189063};{165.704266, 531.366988, 8.189063};{166.212105, 532.717396, 8.189063};{164.592065, 532.123617, 8.189063};{166.09797, 531.199186, 8.189063};{165.016894, 530.824715, 8.189063};{166.066932, 538.59752, 8.189063};{164.844245, 537.993944, 8.189063};{165.884268, 538.216308, 8.189063};{164.930453, 540.010261, 8.189063};{164.797588, 539.531206, 8.189063};{166.088821, 537.118896, 8.189063};{165.944905, 536.441653, 8.189063};{148.460067, 522.336709, 8.189063};{145.120906, 518.891004, 8.189063};{144.974239, 517.083374, 8.189063};{145.088592, 520.693767, 8.189063};{165.997149, 518.440918, 8.189063};{164.687087, 522.700806, 8.189063};{166.02851, 521.998657, 8.189063};{165.967896, 521.156082, 8.189063};{166.024069, 520.079346, 8.189063};{164.467455, 525.135071, 8.189063};{166.059126, 525.556335, 8.189063};{165.018702, 527.357632, 8.189063};{166.108176, 527.335779, 8.189063};{166.155082, 526.961548, 8.189063};{158.265438, 527.990601, 8.189063};{156.590202, 512.65814, 8.189063};{156.588449, 514.134216, 8.189063};{154.405181, 514.132703, 8.189063};{154.377503, 512.729858, 8.189063};{152.734069, 510.904205, 8.189063};{146.119468, 513.431327, 8.189063};{144.902358, 513.545401, 8.189063};{150.093651, 513.63346, 8.189063};{149.082739, 513.619324, 8.189063};{158.273304, 509.921173, 8.189063};{149.10817, 510.026966, 8.189063};{149.558648, 509.989768, 8.189063};{151.315597, 510.035098, 8.189063};{150.068495, 509.869532, 8.189063};{150.182295, 510.061615, 8.189063};{150.13875, 512.308594, 8.189063};{160.994259, 514.836426, 8.189063};{161.473792, 513.872166, 8.189063};{159.694938, 511.676883, 8.189063};{162.318173, 513.953808, 8.189063};{162.800028, 514.742798, 8.189063};{163.018583, 513.731147, 8.189063};{144.846033, 535.111636, 8.189063};{145.975121, 536.650818, 8.189063};{144.951909, 536.884827, 8.189063};{144.919363, 535.574097, 8.189063};{145.979034, 536.835051, 8.189063};{146.368471, 537.508351, 8.189063};{147.242957, 537.968367, 8.189063};{147.359549, 538.547097, 8.189063};{157.726152, 539.693542, 8.189063};{155.583127, 538.242371, 8.189063};{155.528671, 539.652204, 8.189063};{155.489303, 538.570068, 8.189063};{149.579933, 533.892528, 8.189063};{149.30268, 533.889923, 8.189063};{148.179191, 533.56846, 8.189063};{148.506873, 533.565154, 8.189063};{153.438354, 534.356995, 8.189063};{148.111636, 534.705441, 8.189063};{147.059697, 534.855117, 8.189063};{148.225556, 535.761801, 8.189063};{144.848156, 538.71051, 8.189063};{144.980069, 539.272278, 8.189063};{145.824702, 540.456368, 8.189063};{144.568577, 540.808937, 8.189063};{145.979034, 541.767258, 8.189063};{146.485833, 538.850952, 8.189063};{144.80873, 540.379174, 8.189063};{146.915275, 541.616616, 8.189063};{148.962472, 542.87677, 8.189063};{148.849009, 542.923584, 8.189063};{147.055709, 541.8512, 8.189063};{146.9582, 542.87677, 8.189063};{159.325306, 540.863892, 8.189063};{158.571449, 541.104709, 8.189063};{159.741744, 542.950668, 8.189063};{155.669105, 540.69477, 8.189063};{155.856353, 541.1268, 8.189063};
{166.810355, 521.983485, 8.189063};{165.874114, 515.553496, 8.189063};{164.227495, 543.913147, 8.189063};{166.812812, 527.802277, 8.189063};{146.056455, 526.982603, 8.189063};{146.0582, 528.845887, 8.189063};{146.072654, 530.655676, 8.189063};{164.610191, 535.346062, 8.189063};{164.569662, 531.134133, 8.189063};{166.087253, 530.986572, 8.189063};{165.056406, 532.733544, 8.189063};{158.116187, 531.2923, 8.189063};{150.518837, 534.918762, 8.189063};{149.489929, 534.898478, 8.189063};{150.665749, 534.81961, 8.189063};{149.085224, 536.510376, 8.189063};{148.834564, 536.89749, 8.189063};{148.085743, 536.510376, 8.189063};{144.128461, 533.109607, 8.189063};{144.842065, 532.063232, 8.189063};{146.072654, 533.139094, 8.189063};{145.734259, 534.109603, 8.189063};{147.123573, 533.046265, 8.189063};{145.261793, 525.415894, 8.189063};{145.342672, 529.889617, 8.189063};{148.423933, 537.16571, 8.189063};{148.077694, 537.204648, 8.189063};{148.018706, 536.951695, 8.189063};{164.720289, 533.748474, 8.189063};{166.061363, 534.493214, 8.189063};{165.031501, 534.428362, 8.189063};{164.707626, 534.044236, 8.189063};{166.051747, 531.454946, 8.189063};{165.702345, 531.364544, 8.189063};{166.231801, 532.718567, 8.189063};{164.606936, 532.15686, 8.189063};{166.11537, 531.220581, 8.189063};{165.031501, 530.814953, 8.189063};{166.074038, 538.616882, 8.189063};{164.915964, 537.982583, 8.189063};{165.900544, 538.16743, 8.189063};{164.937873, 540.00789, 8.189063};{164.795328, 539.553101, 8.189063};{166.1027, 537.150227, 8.189063};{165.941889, 536.416748, 8.189063};{148.484968, 522.336449, 8.189063};{145.107622, 518.909058, 8.189063};{144.97439, 517.115877, 8.189063};{145.089607, 520.709993, 8.189063};{166.014549, 518.451039, 8.189063};{164.700562, 522.710287, 8.189063};{166.04007, 522.023562, 8.189063};{165.96822, 521.156491, 8.189063};{166.008997, 520.075851, 8.189063};{164.468791, 525.15121, 8.189063};{166.060104, 525.56919, 8.189063};{165.028446, 527.335205, 8.189063};{166.107275, 527.335519, 8.189063};{166.155155, 526.934539, 8.189063};{158.261599, 527.968691, 8.189063};{156.578525, 512.683044, 8.189063};{156.595, 514.159121, 8.189063};{154.402689, 514.133275, 8.189063};{154.39125, 512.754763, 8.189063};{152.73441, 510.911284, 8.189063};{146.107661, 513.432068, 8.189063};{144.876572, 513.57251, 8.189063};{150.090992, 513.647792, 8.189063};{149.077621, 513.644228, 8.189063};{158.29058, 509.930467, 8.189063};{149.077338, 510.052901, 8.189063};{149.536742, 509.998409, 8.189063};{151.337502, 510.030242, 8.189063};{150.051673, 509.861929, 8.189063};{150.188594, 510.064586, 8.189063};{150.141892, 512.328332, 8.189063};{160.998396, 514.845432, 8.189063};{161.479872, 513.88758, 8.189063};{159.719839, 511.676867, 8.189063};{162.343074, 513.949165, 8.189063};{162.795765, 514.758109, 8.189063};{163.035967, 513.712952, 8.189063};{144.80873, 535.139066, 8.189063};{145.975921, 536.663786, 8.189063};{144.949172, 536.874288, 8.189063};{144.910388, 535.555665, 8.189063};{145.976132, 536.836642, 8.189063};{146.35353, 537.504106, 8.189063};{147.256658, 537.975249, 8.189063};{147.362443, 538.523254, 8.189063};{157.728835, 539.703176, 8.189063};{155.575485, 538.208669, 8.189063};{155.538532, 539.646729, 8.189063};{155.481857, 538.574368, 8.189063};{149.583549, 533.895551, 8.189063};{149.340392, 533.898006, 8.189063};{148.188193, 533.57022, 8.189063};{148.514729, 533.569073, 8.189063};{153.437899, 534.33209, 8.189063};{148.132385, 534.700935, 8.189063};{147.055855, 534.871948, 8.189063};{148.204142, 535.808167, 8.189063};{144.855544, 538.714476, 8.189063};{144.980256, 539.272462, 8.189063};{145.838599, 540.487681, 8.189063};{144.568261, 540.817078, 8.189063};{146.003938, 541.770115, 8.189063};{146.488942, 538.80916, 8.189063};{144.805934, 540.386304, 8.189063};{146.920034, 541.612854, 8.189063};{148.950644, 542.901675, 8.189063};{148.836875, 542.887869, 8.189063};{147.059244, 541.847086, 8.189063};{146.9606, 542.888967, 8.189063};{159.367255, 540.901813, 8.189063};{158.567435, 541.104394, 8.189063};{159.780931, 542.924867, 8.189063};{155.669793, 540.676636, 8.189063};{155.845777, 541.140883, 8.189063};
{166.694818, 522.08185, 8.189063};{165.841954, 515.577183, 8.189063};{164.248989, 543.859802, 8.189063};{166.810355, 527.943787, 8.189063};{146.056995, 527.007507, 8.189063};{146.072654, 528.846572, 8.189063};{146.05467, 530.658875, 8.189063};{164.607466, 535.340027, 8.189063};{164.584594, 531.173767, 8.189063};{166.086003, 531.011445, 8.189063};{165.078315, 532.742942, 8.189063};{158.116398, 531.267395, 8.189063};{150.478208, 534.913537, 8.189063};{149.463468, 534.898409, 8.189063};{150.660224, 534.815765, 8.189063};{149.093099, 536.532713, 8.189063};{148.845125, 536.884827, 8.189063};{148.085571, 536.510227, 8.189063};{144.106551, 533.104493, 8.189063};{144.845829, 532.076044, 8.189063};{146.082602, 533.105937, 8.189063};{145.744972, 534.115927, 8.189063};{147.112456, 533.033406, 8.189063};{145.268332, 525.428914, 8.189063};{145.353262, 529.875, 8.189063};{148.427554, 537.151409, 8.189063};{148.078964, 537.212524, 8.189063};{148.038757, 536.943859, 8.189063};{164.736659, 533.774422, 8.189063};{166.133075, 534.489754, 8.189063};{165.044989, 534.409707, 8.189063};{164.703576, 534.056944, 8.189063};{166.061363, 531.44362, 8.189063};{165.686866, 531.344381, 8.189063};{166.240234, 532.719538, 8.189063};{164.611552, 532.177958, 8.189063};{166.107352, 531.23808, 8.189063};{165.103214, 530.805883, 8.189063};{166.086946, 538.671431, 8.189063};{164.937873, 537.980855, 8.189063};{165.908186, 538.148804, 8.189063};{164.959782, 540.005519, 8.189063};{164.785738, 539.624819, 8.189063};{166.106573, 537.173342, 8.189063};{165.945692, 536.391843, 8.189063};{148.506873, 522.336278, 8.189063};{145.123136, 518.929339, 8.189063};{144.967133, 517.152392, 8.189063};{145.114511, 520.720708, 8.189063};{166.019851, 518.453062, 8.189063};{164.703819, 522.712686, 8.189063};{166.054376, 522.045471, 8.189063};{166.004008, 521.199989, 8.189063};{165.982784, 520.075855, 8.189063};{164.469749, 525.176251, 8.189063};{166.061363, 525.586399, 8.189063};{165.031501, 527.333743, 8.189063};{166.106083, 527.335205, 8.189063};{166.154983, 526.913879, 8.189063};{158.259805, 527.943787, 8.189063};{156.590929, 512.695299, 8.189063};{156.601638, 514.18103, 8.189063};{154.398837, 514.134216, 8.189063};{154.403465, 512.776672, 8.189063};{152.741498, 510.940021, 8.189063};{146.072654, 513.435256, 8.189063};{144.884902, 513.582638, 8.189063};{150.089556, 513.666138, 8.189063};{149.076728, 513.666138, 8.189063};{158.30107, 509.921173, 8.189063};{149.068626, 510.059622, 8.189063};{149.528944, 510.002008, 8.189063};{151.362403, 510.029171, 8.189063};{150.021747, 509.869111, 8.189063};{150.192107, 510.067928, 8.189063};{150.14507, 512.353237, 8.189063};{161.002559, 514.852371, 8.189063};{161.486418, 513.899862, 8.189063};{159.741744, 511.676881, 8.189063};{162.363212, 513.953364, 8.189063};{162.79039, 514.776614, 8.189063};{163.056959, 513.666479, 8.189063};{144.789686, 535.126517, 8.189063};{145.979034, 536.6821, 8.189063};{144.936509, 536.846296, 8.189063};{144.908178, 535.527283, 8.189063};{145.970094, 536.838013, 8.189063};{146.346361, 537.526972, 8.189063};{147.289771, 537.989776, 8.189063};{147.383392, 538.51031, 8.189063};{157.740311, 539.693542, 8.189063};{155.563818, 538.242371, 8.189063};{155.54004, 539.635359, 8.189063};{155.455911, 538.596018, 8.189063};{149.614913, 533.904345, 8.189063};{149.349494, 533.899812, 8.189063};{148.226005, 533.572021, 8.189063};{148.553687, 533.577823, 8.189063};{153.437967, 534.310181, 8.189063};{148.153869, 534.70618, 8.189063};{147.072537, 534.881603, 8.189063};{148.179191, 535.851961, 8.189063};{144.879494, 538.713976, 8.189063};{144.995979, 539.285542, 8.189063};{145.843498, 540.486384, 8.189063};{144.57315, 540.825218, 8.189063};{146.025848, 541.771029, 8.189063};{146.48888, 538.804138, 8.189063};{144.805064, 540.388502, 8.189063};{146.915275, 541.603631, 8.189063};{148.936876, 542.923584, 8.189063};{148.835018, 542.87677, 8.189063};{147.059402, 541.846924, 8.189063};{146.962081, 542.903774, 8.189063};{159.372373, 540.905587, 8.189063};{158.54253, 541.10329, 8.189063};{159.786063, 542.923584, 8.189063};{155.669798, 540.675942, 8.189063};{155.837469, 541.144714, 8.189063};
{166.6231, 522.117101, 8.189063};{165.732369, 515.585388, 8.189063};{164.357929, 543.698588, 8.189063};{166.810355, 528.051057, 8.189063};{146.061001, 527.022047, 8.189063};{146.08026, 528.833876, 8.189063};{146.062722, 530.664767, 8.189063};;{164.563377, 531.194274, 8.189063};{166.084885, 531.033325, 8.189063};{165.087468, 532.759696, 8.189063};{158.116055, 531.245486, 8.189063};{150.472984, 534.914531, 8.189063};{149.443115, 534.899661, 8.189063};{150.646187, 534.825134, 8.189063};{149.102134, 536.55719, 8.189063};{148.834564, 536.867848, 8.189063};;{144.084646, 533.116976, 8.189063};{144.857762, 532.147762, 8.189063};{146.085207, 533.093079, 8.189063};{145.748357, 534.119295, 8.189063};{147.102515, 533.019867, 8.189063};{145.276855, 525.449224, 8.189063};{145.365909, 529.862079, 8.189063};{148.429814, 537.118896, 8.189063};{148.038757, 537.242121, 8.189063};{148.051692, 536.944576, 8.189063};{164.750625, 533.803027, 8.189063};{166.154983, 534.489254, 8.189063};{165.050483, 534.403809, 8.189063};{164.71035, 534.122925, 8.189063};{166.074381, 531.433037, 8.189063};{165.661961, 531.329018, 8.189063};{166.248603, 532.724026, 8.189063};{164.623714, 532.229391, 8.189063};{166.077845, 531.259418, 8.189063};{165.125121, 530.803069, 8.189063};{166.099078, 538.71051, 8.189063};{164.959782, 537.99348, 8.189063};{165.925701, 538.135578, 8.189063};{164.984687, 540.004513, 8.189063};{164.782765, 539.646729, 8.189063};{166.108227, 537.196458, 8.189063};{165.949934, 536.369934, 8.189063};{148.531778, 522.335563, 8.189063};{145.136421, 518.954016, 8.189063};{144.97272, 517.177002, 8.189063};{145.136421, 520.72962, 8.189063};{166.044756, 518.454718, 8.189063};{164.709803, 522.732196, 8.189063};{166.061363, 522.048188, 8.189063};{166.00565, 521.20282, 8.189063};{165.967735, 520.072353, 8.189063};{164.47084, 525.181885, 8.189063};{166.066179, 525.595454, 8.189063};{165.05341, 527.320356, 8.189063};{166.082079, 527.334231, 8.189063};{166.154983, 526.906343, 8.189063};{158.259355, 527.918882, 8.189063};{156.605346, 512.709943, 8.189063};{156.604682, 514.182784, 8.189063};{154.384258, 514.156126, 8.189063};{154.405056, 512.777354, 8.189063};{152.742778, 510.951019, 8.189063};{146.063278, 513.457451, 8.189063};{144.892458, 513.589966, 8.189063};{150.090992, 513.669937, 8.189063};{149.096506, 513.680249, 8.189063};{158.29058, 509.90267, 8.189063};{149.066476, 510.061615, 8.189063};{149.513586, 510.014801, 8.189063};{151.376471, 510.014148, 8.189063};{150.004859, 509.868783, 8.189063};{150.206687, 510.064957, 8.189063};{150.145081, 512.355408, 8.189063};{161.005668, 514.860733, 8.189063};{161.486856, 513.900208, 8.189063};{159.766649, 511.676881, 8.189063};{162.370075, 513.951221, 8.189063};{162.785795, 514.789612, 8.189063};{163.065391, 513.64105, 8.189063};{144.763807, 535.119903, 8.189063};{145.984929, 536.69104, 8.189063};{144.930921, 536.838013, 8.189063};{144.902358, 535.517406, 8.189063};{145.972996, 536.856391, 8.189063};{146.341308, 537.540222, 8.189063};{147.317509, 537.961548, 8.189063};{147.416821, 538.523254, 8.189063};{157.728835, 539.676747, 8.189063};;{155.528671, 539.623518, 8.189063};{155.43505, 538.614473, 8.189063};{149.630363, 533.906384, 8.189063};{149.386159, 533.888916, 8.189063};{148.241703, 533.561218, 8.189063};{148.567344, 533.561218, 8.189063};{153.437569, 534.285276, 8.189063};{148.179191, 534.717768, 8.189063};{147.102515, 534.899604, 8.189063};{148.177683, 535.85498, 8.189063};{144.902358, 538.7156, 8.189063};{145.043482, 539.291732, 8.189063};{145.87814, 540.474151, 8.189063};{144.574676, 540.827097, 8.189063};{146.051403, 541.7713, 8.189063};{146.493964, 538.784901, 8.189063};{144.802209, 540.395752, 8.189063};;{148.949877, 542.945493, 8.189063};{148.834564, 542.876423, 8.189063};{147.059244, 541.823805, 8.189063};{146.986986, 542.908157, 8.189063};{159.380636, 540.910706, 8.189063};{158.524635, 541.102662, 8.189063};{159.746111, 542.914458, 8.189063};{155.669105, 540.655383, 8.189063};{155.820876, 541.159553, 8.189063};
