1.819106, -8.521992,
1.870372, -8.522329,
1.893279, -8.522292,
1.944545, -8.521828,
1.967452, -8.521639,
2.018718, -8.520458,
2.041625, -8.520025,
2.092886, -8.518801,
2.115791, -8.518368,
2.167056, -8.517988,
2.189964, -8.517875,
2.241229, -8.518128,
2.264137, -8.518241,
2.315397, -8.518199,
2.338302, -8.518123,
2.389568, -8.517364,
2.412475, -8.517006,
2.463741, -8.516078,
2.486648, -8.515701,
2.537914, -8.515406,
2.560821, -8.515217,
2.583728, -8.515292,
2.634994, -8.515588,
2.686254, -8.515714,
2.709159, -8.515922,
2.732067, -8.515959,
2.783332, -8.515791,
2.834598, -8.51558,
2.857505, -8.515485,
2.908765, -8.515317,
2.93167, -8.515185,
2.982936, -8.514974,
3.005843, -8.514898,
3.057109, -8.514983,
3.080016, -8.514907,
3.102924, -8.514889,
3.154189, -8.515353,
3.20545, -8.515564,
3.228355, -8.51562,
3.27962, -8.515198,
3.302528, -8.515179,
3.353793, -8.5148,
3.376701, -8.514762,
3.427961, -8.514678,
3.450866, -8.514659,
3.502132, -8.514954,
3.525039, -8.515086,
3.576305, -8.516014,
3.599212, -8.516353,
3.673385, -8.517208,
3.724645, -8.516955,
3.74755, -8.516974,
3.798816, -8.516678,
3.821723, -8.516754,
3.872989, -8.516796,
3.895896, -8.516928,
3.947162, -8.517139,
3.970069, -8.517214,
3.992974, -8.517403,
4.044235, -8.518078,
4.0955, -8.518837,
4.118408, -8.519082,
4.169673, -8.519377,
4.192581, -8.519434,
4.243846, -8.519603,
4.266754, -8.51964,
4.318014, -8.520104,
4.340919, -8.520387,
4.392184, -8.520809,
4.415092, -8.521092,
4.466357, -8.520881,
4.489265, -8.520711,
4.540525, -8.519994,
4.56343, -8.519617,
4.637603, -8.518274,
4.688869, -8.517388,
4.711776, -8.517049,
4.763042, -8.516374,
4.785949, -8.516186,
4.837209, -8.515511,
4.860114, -8.515171,
4.883022, -8.514738,
4.934287, -8.513725,
4.957195, -8.513084,
5.00846, -8.510933,
5.059726, -8.506757,
5.082633, -8.505136,
5.100958, -8.498576,
5.203484, -8.462423,
5.230972, -8.452621,
5.282369, -8.427435,
5.292758, -8.422308,
5.305276, -8.408623,
5.379318, -8.325273,
5.380887, -8.321569,
5.397305, -8.279455,
5.39966, -8.273932,
5.397305, -8.257249,
5.380887, -8.113154,
5.379318, -8.102042,
5.265736, -7.99526,
5.24582, -7.97724,
5.242829, -7.975873,
5.230972, -7.970454,
5.203484, -7.960935,
5.100958, -7.925499,
5.082633, -7.919128,
5.031368, -7.914066,
5.00846, -7.912049,
4.957195, -7.910193,
4.934287, -7.909382,
4.883022, -7.907484,
4.860114, -7.906617,
4.808854, -7.904297,
4.785949, -7.903618,
4.781024, -7.903365,
4.767372, -7.903082,
4.721031, -7.901606,
4.711776, -7.901455,
4.66051, -7.901328,
4.637603, -7.901008,
4.586338, -7.901725,
4.56343, -7.901744,
4.51217, -7.902419,
4.489265, -7.902645,
4.445946, -7.902856,
4.430158, -7.902933,
4.415092, -7.903032,
4.378174, -7.903007,
4.355267, -7.903063,
4.340919, -7.902979,
4.289659, -7.902599,
4.266754, -7.902448,
4.220682, -7.902912,
4.197579, -7.903082,
4.192581, -7.903204,
4.143248, -7.904584,
4.118408, -7.904888,
4.067142, -7.905268,
4.044235, -7.905079,
4.040316, -7.905023,
3.989056, -7.904305,
3.970069, -7.904224,
3.966452, -7.904305,
3.915187, -7.903968,
3.895896, -7.904213,
3.844631, -7.904593,
3.821723, -7.904875,
3.770458, -7.905339,
3.74755, -7.905509,
3.69629, -7.905129,
3.673385, -7.904979,
3.658383, -7.903629,
3.651908, -7.903082,
3.635475, -7.895768,
3.599212, -7.878894,
3.580619, -7.844513,
3.571905, -7.828924,
3.565604, -7.777669,
3.562795, -7.754767,
3.561314, -7.703469,
3.560748, -7.680548,
3.559208, -7.629293,
3.558452, -7.60639,
3.558421, -7.583488,
3.558321, -7.532232,
3.558205, -7.480977,
3.558363, -7.458075,
3.558474, -7.406777,
3.558514, -7.383856,
3.558535, -7.332601,
3.558238, -7.309698,
3.557847, -7.286796,
3.557077, -7.235541,
3.557261, -7.212638,
3.557039, -7.161383,
3.557677, -7.110128,
3.558153, -7.087225,
3.557505, -7.035928,
3.557385, -7.013006,
3.55642, -6.961751,
3.556151, -6.938849,
3.556415, -6.887594,
3.556577, -6.864691,
3.555944, -6.813436,
3.555596, -6.790533,
3.554082, -6.739278,
3.553262, -6.716376,
3.551818, -6.665078,
3.550842, -6.642157,
3.550215, -6.590902,
3.549562, -6.567999,
3.550189, -6.516744,
3.550439, -6.493841,
3.550255, -6.442586,
3.550318, -6.419684,
3.549074, -6.368386,
3.548588, -6.345465,
3.54814, -6.29421,
3.547879, -6.271307,
3.548053, -6.220052,
3.548017, -6.197149,
3.547754, -6.145894,
3.547655, -6.122992,
3.547607, -6.071737,
3.547619, -6.048834,
3.547693, -5.997537,
3.547853, -5.974615,
3.547073, -5.92336,
3.547016, -5.900458,
3.54583, -5.849202,
3.545603, -5.8263,
3.546131, -5.775045,
3.546197, -5.752142,
3.546585, -5.729221,
3.548405, -5.677923,
3.549022, -5.626668,
3.549264, -5.603766,
3.548426, -5.552511,
3.548318, -5.529608,
3.547432, -5.478353,
3.547246, -5.45545,
3.547293, -5.404195,
3.5473, -5.381293,
3.547896, -5.329995,
3.548042, -5.307074,
3.5482, -5.255819,
3.548155, -5.232916,
3.547997, -5.181661,
3.548007, -5.158758,
3.548803, -5.107503,
3.549253, -5.084601,
3.550308, -5.033346,
3.550786, -5.010443,
3.551007, -4.959146,
3.551149, -4.936224,
3.551328, -4.884969,
3.551392, -4.862066,
3.551982, -4.810811,
3.552187, -4.787909,
3.551987, -4.736654,
3.551907, -4.713751,
3.5511, -4.662454,
3.550805, -4.639532,
3.550897, -4.565375,
3.551066, -4.514119,
3.551136, -4.491217,
3.550783, -4.439962,
3.550724, -4.417059,
3.550228, -4.365804,
3.550144, -4.342901,
3.549933, -4.291604,
3.549831, -4.268683,
3.550116, -4.217428,
3.550095, -4.194525,
3.550759, -4.14327,
3.550915, -4.120367,
3.551469, -4.069112,
3.551634, -4.046209,
3.551695, -4.023307,
3.552085, -3.972052,
3.552154, -3.920755,
3.552132, -3.897833,
3.552137, -3.87493,
3.551937, -3.823675,
3.552142, -3.77242,
3.552225, -3.749518,
3.552979, -3.698263,
3.553288, -3.67536,
3.555249, -3.624063,
3.556189, -3.601141,
3.558525, -3.549886,
3.559692, -3.526983,
3.561479, -3.475728,
3.562337, -3.452826,
3.564198, -3.401571,
3.564717, -3.378668,
3.564184, -3.327413,
3.56372, -3.30451,
3.543835, -3.253213,
3.535185, -3.230292,
3.527982, -3.223289,
3.525039, -3.220367,
3.473773, -3.201257,
3.450866, -3.192567,
3.399606, -3.191724,
3.376701, -3.191177,
3.325435, -3.191514,
3.302528, -3.19159,
3.251262, -3.191252,
3.228355, -3.191102,
3.177094, -3.190595,
3.154189, -3.190313,
3.131282, -3.18954,
